,station_id,station_name,raccnt,station_lat,station_lon,ADM_NM,gu
222,383, 신당역 12번 출구 뒤 ,22,37.565849,127.016403,신당동,중구
223,384, 종로학원본원  ,10,37.55978,126.968505,중림동,중구
224,385, 종각역 5번출구 ,10,37.569835,126.982658,종로1·2·3·4가동,종로구
225,387, 훈련원공원주차장 앞 ,10,37.566993,127.003463,을지로동,중구
226,388, 동성중학교 앞 ,10,37.585735,127.001609,혜화동,종로구
227,389, 을지로4가역 1번출구 ,10,37.56673,126.996604,을지로동,중구
228,390, 충무로역 1번출구 ,12,37.561389,126.995353,필동,중구
229,391, 시립미술관 ,8,37.565052,126.973403,소공동,중구
230,393, 동대문역 8번 출구 ,12,37.57014,127.009376,종로5·6가동,종로구
231,394, 경희궁 자이 3단지 ,15,37.567489,126.965919,교남동,종로구
232,395, 경희궁 자이 2단지 ,8,37.568855,126.964561,교남동,종로구
233,397, 종묘공영주차장 건너편 ,13,37.57048,126.996635,종로1·2·3·4가동,종로구
234,398, 을지로3가역 3번출구 ,8,37.566558,126.992439,을지로동,중구
235,399, 서울역 센트럴 자이아파트 ,15,37.554107,126.965408,중림동,중구
236,400, 상암한화오벨리스크 1차 앞 ,14,37.587524,126.883003,상암동,마포구
237,401, 상암월드컵파크 10단지 앞 ,13,37.586189,126.881614,상암동,마포구
238,402, 상암월드컵파크 9단지 앞 ,20,37.582927,126.879837,상암동,마포구
239,403, 부엉이공원 앞 ,20,37.58559,126.884727,상암동,마포구
240,405, DMC빌 앞 ,8,37.582656,126.885787,상암동,마포구
241,406, 상암월드컵파크 7단지 앞 ,15,37.581111,126.880874,상암동,마포구
242,407, 마포구 육아종합지원센터 ,8,37.580631,126.883674,상암동,마포구
243,408, LG CNS앞 ,14,37.58081,126.88665,상암동,마포구
244,409, 누리꿈스퀘어 옆 ,30,37.579399,126.88916,상암동,마포구
245,410, 상암중학교 옆 ,10,37.577392,126.887474,상암동,마포구
246,411, DMC홍보관 ,10,37.577995,126.891471,상암동,마포구
247,412, DMC산학협력연구센터 앞 ,21,37.575656,126.890792,상암동,마포구
248,413, 상암월드컵파크 3단지 후문 ,10,37.571475,126.889686,상암동,마포구
249,414, 상암동주민센터 옆 ,8,37.57822,126.89447,상암동,마포구
250,415, DMC역 9번출구 앞 ,10,37.577468,126.897361,상암동,마포구
251,416, 상암월드컵파크 1단지 교차로 ,12,37.575664,126.894447,상암동,마포구
252,417, DMC역 2번출구 옆 ,20,37.575069,126.899917,상암동,마포구
253,418, 월드컵경기장역 3번출구 옆 ,20,37.57048,126.898895,성산2동,마포구
254,419, 홈플러스 마포점 앞 ,21,37.56842,126.899429,성산2동,마포구
255,420, 서울시 공공자전거 상암센터 ,37,37.566246,126.896179,성산2동,마포구
256,421, 마포구청 앞 ,8,37.565746,126.901863,성산2동,마포구
257,422, 문화비축기지 ,9,37.568977,126.894401,성산2동,마포구
258,424, 롯데하이마트 (상암월드컵점) ,15,37.573619,126.898048,상암동,마포구
259,425, DMC첨단산업센터 ,10,37.584503,126.885597,상암동,마포구
260,426, 서울신용보증재단 ,10,37.54906,126.954177,아현동,마포구
261,427, 성산시영아파트 ,10,37.569583,126.903816,성산2동,마포구
262,428, 명보사거리 ,10,37.564399,126.991432,을지로동,중구
263,429, 송도병원 ,8,37.549888,127.007347,다산동,중구
264,430, 장충동먹자골목 앞 ,6,37.562126,127.006256,광희동,중구
265,431, 청계천 영도교 ,25,37.571014,127.019744,황학동,중구
266,432, 마포중앙도서관 ,10,37.563339,126.908203,성산1동,마포구
267,433, 을지로입구역 2번출구 ,12,37.566345,126.982292,명동,중구
268,434, 신당 래미안 버스정류장 ,10,37.561489,127.023933,신당5동,중구
269,435, SK 남산빌딩 ,10,37.556861,126.975616,회현동,중구
270,436, 이대역 5번출구 ,10,37.556591,126.946189,대흥동,마포구
271,437, 대흥역 1번출구 ,12,37.548469,126.940925,대흥동,마포구
272,438, 성산2-1 공영주차장 ,15,37.56472,126.906768,성산2동,마포구
273,440, 하늘공원 입구 ,15,37.570121,126.881347,상암동,마포구
274,441, 염천교사거리 ,15,37.55989,126.971496,소공동,중구
275,442, 서울역 서부 ,13,37.556415,126.969192,중림동,중구
276,443, 호암아트홀 ,9,37.56211,126.970718,소공동,중구
277,445, 대한상공회의소 ,15,37.560153,126.974105,소공동,중구
278,446, 상명대입구 ,13,37.600128,126.957832,부암동,종로구
279,447, 신영동삼거리 ,6,37.603992,126.961944,부암동,종로구
280,449, 일성아파트 ,10,37.608718,126.972862,평창동,종로구
281,450, 효자동 삼거리 ,51,37.583602,126.972549,청운효자동,종로구
282,451, 청와대앞길 ,8,37.583515,126.979667,삼청동,종로구
283,452, 동대문 종합시장 버스정류장 ,13,37.571239,127.004409,종로5·6가동,종로구
284,453, 종로오가 지하쇼핑센터 14번출구 ,10,37.57114,127.000671,종로5·6가동,종로구
285,454, 종로2가 버스정류장 (종각방향) ,13,37.570358,126.986381,종로1·2·3·4가동,종로구
286,455, 종로6가역 버스정류장(동대문 방향) ,8,37.570961,127.006057,종로5·6가동,종로구
287,456, 숭인2동 주민센터 입구 ,10,37.57447,127.019828,숭인2동,종로구
288,457, 종로꽃시장 입구 옆 ,10,37.571319,127.007209,종로5·6가동,종로구
289,458, 광화문역 5번출구 ,21,37.569892,126.977569,종로1·2·3·4가동,종로구
290,461, 서울지방경찰청 ,10,37.574363,126.972366,사직동,종로구
291,462, 신영동삼거리(북악터널방향) ,10,37.603511,126.962066,부암동,종로구
292,464, 삼청동 골목 ,10,37.58419,126.981697,삼청동,종로구
293,465, 삼청공원 앞 ,5,37.587604,126.983596,삼청동,종로구
294,466, 롯데호텔 ,13,37.565841,126.979812,소공동,중구
295,467, 한국은행 ,11,37.562213,126.980865,소공동,중구
296,468, 웨스틴 조선호텔 ,8,37.564159,126.979484,소공동,중구
297,469, 회현역 1번출구 ,11,37.55923,126.98014,회현동,중구
298,470, 회현역 7번출구 ,13,37.559745,126.980003,회현동,중구
299,471, 회현사거리 남측 ,10,37.560359,126.98265,명동,중구
300,472, 삼일교(시그니쳐 타워) ,12,37.567871,126.988403,명동,중구
301,473, 을지로4가역 9번출구 ,20,37.566051,126.997985,을지로동,중구
302,474, 동대문역사문화공원역 1번출구 뒤편 ,40,37.566299,127.008491,광희동,중구
303,475, DDP 패션몰 ,21,37.567649,127.01181,신당동,중구
304,476, 광희문 ,10,37.56443,127.009956,광희동,중구
305,477, 앰배서더 호텔 주변 ,10,37.559288,127.002685,장충동,중구
306,479, 동대입구역 3번 출구 ,8,37.559375,127.006027,장충동,중구
307,480, 약수역 6번 출구 ,8,37.554321,127.010704,약수동,중구
308,483, 남산타운아파트 버스정류장 ,12,37.547584,127.006439,약수동,중구
309,484, 도동삼거리 ,12,37.556148,126.977424,회현동,중구
310,485, 서울역5번출구 ,10,37.55677,126.973197,회현동,중구
311,486, 평창동주민센터 앞 ,5,37.606273,126.968322,평창동,종로구
312,487, 신석초교앞 교차로 교통섬 ,15,37.54364,126.938308,용강동,마포구
313,488, 푸르메병원 ,10,37.584568,126.88021,상암동,마포구
314,489, 구룡근린공원 ,10,37.583202,126.882766,상암동,마포구
315,490, 가온문화공원 ,23,37.582077,126.887664,상암동,마포구
316,491, 월드컵파크 4단지 ,10,37.575977,126.888069,상암동,마포구
317,493, 홍대입구역 6번출구 ,7,37.556575,126.928855,서교동,마포구
